episode,clearing_price_last,cap_last,entropy_coef,shaping_weight,entropy_decay_triggered,active_agent,epsilon,reward_A1,green_frac_A1,delta_green_A1,penalty_A1,shortfall_A1,queue_size_A1,actor_loss_A1,critic_loss_A1,bid_price_A1,reward_A2,green_frac_A2,delta_green_A2,penalty_A2,shortfall_A2,queue_size_A2,actor_loss_A2,critic_loss_A2,bid_price_A2,reward_A3,green_frac_A3,delta_green_A3,penalty_A3,shortfall_A3,queue_size_A3,actor_loss_A3,critic_loss_A3,bid_price_A3,reward_A4,green_frac_A4,delta_green_A4,penalty_A4,shortfall_A4,queue_size_A4,actor_loss_A4,critic_loss_A4,bid_price_A4,reward_A5,green_frac_A5,delta_green_A5,penalty_A5,shortfall_A5,queue_size_A5,actor_loss_A5,critic_loss_A5,bid_price_A5,reward_A6,green_frac_A6,delta_green_A6,penalty_A6,shortfall_A6,queue_size_A6,actor_loss_A6,critic_loss_A6,bid_price_A6,reward_A7,green_frac_A7,delta_green_A7,penalty_A7,shortfall_A7,queue_size_A7,actor_loss_A7,critic_loss_A7,bid_price_A7,reward_A8,green_frac_A8,delta_green_A8,penalty_A8,shortfall_A8,queue_size_A8,actor_loss_A8,critic_loss_A8,bid_price_A8,secondary_volume,secondary_avg_price,secondary_match_rate,price_start,price_peak,price_std,mean_alloc_A1,mean_shock_A1,max_shock_A1,mean_cf_shock_A1,total_cancels_A1,total_holding_cost_A1,total_mac_reduction_A1,mean_alloc_A2,mean_shock_A2,max_shock_A2,mean_cf_shock_A2,total_cancels_A2,total_holding_cost_A2,total_mac_reduction_A2,mean_alloc_A3,mean_shock_A3,max_shock_A3,mean_cf_shock_A3,total_cancels_A3,total_holding_cost_A3,total_mac_reduction_A3,mean_alloc_A4,mean_shock_A4,max_shock_A4,mean_cf_shock_A4,total_cancels_A4,total_holding_cost_A4,total_mac_reduction_A4,mean_alloc_A5,mean_shock_A5,max_shock_A5,mean_cf_shock_A5,total_cancels_A5,total_holding_cost_A5,total_mac_reduction_A5,mean_alloc_A6,mean_shock_A6,max_shock_A6,mean_cf_shock_A6,total_cancels_A6,total_holding_cost_A6,total_mac_reduction_A6,mean_alloc_A7,mean_shock_A7,max_shock_A7,mean_cf_shock_A7,total_cancels_A7,total_holding_cost_A7,total_mac_reduction_A7,mean_alloc_A8,mean_shock_A8,max_shock_A8,mean_cf_shock_A8,total_cancels_A8,total_holding_cost_A8,total_mac_reduction_A8
30,60.0,20.5969860855,0.03,1.0,1,-1,0.2491,-1.5722,0.2787,0.07868,0.0,0.0,2.5,0.0,0.0,76.4,-2.417,0.2499,0.04991,0.0,0.0,2.0,0.0,0.0,91.19,-1.7633,0.5492,0.14924,0.0,0.0,3.0,0.098386,6.529009,85.42,-2.9174,0.4786,0.07861,594.309477,5.943095,2.75,0.289526,12.163719,62.69,0.4844,0.8303,0.13032,0.0,0.0,2.25,-0.276545,7.146532,73.07,0.1868,0.7485,0.04853,0.0,0.0,1.5,-0.046472,0.853151,82.02,0.4811,0.9997,0.0997,0.0,0.0,3.0,-0.245081,3.449356,87.74,0.225,0.9394,0.0394,0.0,0.0,2.25,0.03987,0.260597,88.03,12.0811,60.8,1.0,60.0,70.77,4.66,4.3771,0.0,0.0,0.0,0,0.0,0.66,4.1454,0.0,0.0,0.0,0,2.6289,0.66,3.0976,0.0,0.0,0.0,0,125.5571,0.0296,1.384,0.0,0.0,0.0,0,0.0,0.3065,1.2541,0.0,0.0,0.0,0,0.6735,0.0,1.4018,0.0,0.0,0.0,0,1.4701,0.0048,0.7955,0.0,0.0,0.0,0,0.0,0.0,0.7565,0.0,0.0,0.0,0,118.6766,0.0
31,60.0,20.5969860855,0.03,1.0,1,-1,0.2491,-1.8724,0.2303,0.03029,0.0,0.0,0.75,-0.05129,0.473793,75.56,-2.017,0.2766,0.07664,0.0,0.0,2.5,-0.203801,1.529299,82.32,-0.3505,0.5738,0.17385,0.0,0.0,2.0,0.0,0.0,77.33,-0.6749,0.4774,0.07741,0.0,0.0,4.75,-0.018864,2.062691,65.17,-0.1338,0.9271,0.22713,0.0,0.0,2.25,-0.12866,1.71386,79.85,-0.4629,0.9049,0.20489,0.0,0.0,3.25,0.0,0.0,80.8,-0.141,1.0,0.1,27.587589,0.275876,3.0,-0.11285,0.561927,77.31,0.7271,1.0,0.1,0.0,0.0,2.0,0.0,0.0,81.51,11.402,60.93,1.0,60.0,60.0,0.0,4.3437,0.0,0.0,0.0,0,1.46,0.0,4.5382,0.0,0.0,0.0,0,2.0584,0.0,2.8814,0.0,0.0,0.0,0,0.1529,0.0,3.0525,0.0,0.0,0.0,0,0.2111,0.0,0.859,0.0,0.0,0.0,0,0.0,0.0,1.5744,0.0,0.0,0.0,0,15.6927,0.0,0.123,0.0,0.0,0.0,0,1.4658,0.0,0.2115,0.0,0.0,0.0,0,9.4908,0.0
32,60.0,20.5969860855,0.03,1.0,1,-1,0.2491,-2.8163,0.2257,0.02569,0.0,0.0,3.5,0.0,0.0,90.33,-1.6223,0.3396,0.13964,0.0,0.0,3.5,-0.015905,0.439167,75.48,-0.6394,0.5124,0.11241,0.0,0.0,0.75,-0.170771,0.859329,83.54,-0.5563,0.5692,0.16916,0.0,0.0,2.25,0.076719,2.024072,81.07,0.4272,0.796,0.096,15.966257,0.159663,2.25,-0.058694,3.84104,65.82,-1.2032,0.7569,0.05694,149.717885,1.497179,2.25,0.0,0.0,69.72,-0.1917,0.9735,0.07345,24.654753,0.246548,2.25,0.0,0.0,84.84,0.6695,0.9717,0.07171,0.0,0.0,2.75,-0.214407,0.229021,74.71,9.6085,65.02,1.0,60.0,60.0,0.0,4.6451,0.0,0.0,0.0,0,4.2528,0.0,3.8036,0.0,0.0,0.0,0,0.5439,0.0,2.9745,0.0,0.0,0.0,0,0.7638,0.0,2.5128,0.0,0.0,0.0,0,0.0,0.0,1.5484,0.0,0.0,0.0,0,0.0,0.0,1.8741,0.0,0.0,0.0,0,0.0,0.0,0.3516,0.0,0.0,0.0,0,0.9064,0.0,0.442,0.0,0.0,0.0,0,7.7505,0.0
33,60.0,20.5969860855,0.03,1.0,1,-1,0.2491,-1.464,0.2525,0.05249,0.0,0.0,1.5,-0.004557,1.171809,83.3,-1.6594,0.3624,0.16241,0.0,0.0,3.0,0.245305,0.875389,72.97,-1.0028,0.4846,0.08463,0.0,0.0,1.5,0.0,0.0,86.04,-0.7078,0.5402,0.14021,0.0,0.0,3.0,-0.011666,0.825523,64.45,-1.0677,0.7747,0.07473,76.782152,0.767822,1.5,-0.002218,2.737387,73.1,-0.0564,0.7887,0.08874,0.0,0.0,2.0,-0.06676,1.357154,72.31,-0.2536,0.983,0.08302,0.0,0.0,3.25,0.024847,1.142808,71.55,-0.3631,1.0,0.1,0.0,0.0,2.25,0.121396,2.866965,70.1,16.9568,61.97,1.0,60.0,60.0,0.0,3.3081,0.0,0.0,0.0,0,2.722,0.0,4.2551,0.0,0.0,0.0,0,0.013,0.0,3.2744,0.0,0.0,0.0,0,0.0,0.0,3.9733,0.0,0.0,0.0,0,0.0,0.0,1.1469,0.0,0.0,0.0,0,0.0012,0.0,1.5082,0.0,0.0,0.0,0,12.3665,0.0,0.2926,0.0,0.0,0.0,0,0.0055,0.0,0.4091,0.0,0.0,0.0,0,887.0663,0.0
34,60.0,20.5969860855,0.03,1.0,1,-1,0.249,-1.5274,0.3585,0.1585,0.0,0.0,6.0,0.0,0.0,81.91,-1.6642,0.3282,0.12825,0.0,0.0,2.0,-0.020789,0.375745,92.8,-1.1984,0.4824,0.08239,0.0,0.0,3.0,0.162293,4.071293,84.27,-0.7856,0.4591,0.05914,0.0,0.0,2.25,0.0,0.0,80.37,-0.946,0.7552,0.05516,183.532667,1.835327,1.75,-0.068924,5.466725,70.46,-1.8096,0.7341,0.03412,293.022386,2.930224,1.75,0.085822,33.666211,69.37,0.2818,0.9187,0.01865,0.0,0.0,1.75,0.054249,0.910786,83.15,0.7706,0.9881,0.08809,0.0,0.0,2.5,-0.005761,1.242874,81.65,9.7244,59.67,1.0,60.0,61.31,0.57,4.3352,0.0,0.0,0.0,0,2.4379,0.0,4.1182,0.0,0.0,0.0,0,4.6177,0.0,2.4719,0.0,0.0,0.0,0,7.3686,0.0,3.5727,0.0,0.0,0.0,0,2.6024,0.0,0.6952,0.0,0.0,0.0,0,0.0253,0.0,1.0293,0.0,0.0,0.0,0,0.0196,0.0,0.6814,0.0,0.0,0.0,0,0.7279,0.0,0.437,0.0,0.0,0.0,0,0.3344,0.0
35,60.0,20.5969860855,0.03,1.0,1,-1,0.249,-1.9771,0.2,0.0,0.0,0.0,0.5,0.034258,0.386377,83.64,-2.8752,0.2,0.0,171.298744,1.712987,1.5,-0.003718,7.899518,93.72,-0.4891,0.4775,0.07745,0.0,0.0,3.5,-0.004708,0.614584,71.49,-1.8796,0.4408,0.04077,239.195606,2.391956,3.0,0.128043,2.231506,76.38,0.0627,0.7552,0.05517,0.0,0.0,2.75,-0.014402,1.430854,92.51,-0.3541,0.776,0.07602,26.820649,0.268206,2.0,0.0,0.0,93.42,0.4106,0.95,0.05,0.0,0.0,2.5,-0.01813,1.796433,74.44,0.0756,0.9393,0.03927,0.0,0.0,2.25,0.0,0.0,79.92,12.6432,60.49,1.0,60.0,60.0,0.0,3.6801,0.0,0.0,0.0,0,1.4396,0.0,3.9059,0.0,0.0,0.0,0,0.0,0.0,2.5108,0.0,0.0,0.0,0,0.0,0.0,2.3913,0.0,0.0,0.0,0,0.0,0.0,1.8721,0.0,0.0,0.0,0,37.5221,0.0,2.0793,0.0,0.0,0.0,0,0.697,0.0,0.4995,0.0,0.0,0.0,0,7.0248,0.0,0.8655,0.0,0.0,0.0,0,377.362,0.0
36,70.52452087402344,20.5969860855,0.03,1.0,1,-1,0.249,-1.5594,0.2431,0.04309,13.540577,0.135406,1.75,0.008409,0.900746,82.31,-1.4858,0.3494,0.14942,0.0,0.0,5.75,-0.002106,0.876512,75.89,-2.3662,0.4362,0.03618,329.690651,3.296907,2.0,0.163575,23.272336,86.62,-1.3551,0.5569,0.15691,0.0,0.0,3.0,-0.152939,0.468575,81.35,0.2358,0.8325,0.13249,0.0,0.0,2.5,-0.05894,2.848956,80.81,-0.3622,0.8671,0.16708,0.0,0.0,4.0,0.0,0.0,87.83,-0.2372,0.9266,0.0266,0.0,0.0,2.0,0.166426,1.512852,95.22,-0.3612,1.0,0.1,28.512663,0.285127,1.75,0.159772,4.496488,89.18,9.9641,66.28,1.0,60.0,70.52,4.56,3.7894,0.0,0.0,0.0,0,0.0,0.66,3.9503,0.0,0.0,0.0,0,0.1075,0.66,2.281,0.0,0.0,0.0,0,0.0,0.3756,2.9627,0.0,0.0,0.0,0,1.0177,0.0,1.7965,0.0,0.0,0.0,0,1.1725,0.0,1.9053,0.0,0.0,0.0,0,49.1,0.0,0.6886,0.0,0.0,0.0,0,121.7142,0.0,0.5169,0.0,0.0,0.0,0,0.0803,0.0
37,60.0,20.5969860855,0.03,1.0,1,-1,0.2489,-1.1646,0.4054,0.20544,0.0,0.0,2.5,0.233445,3.423969,86.05,-1.5019,0.2738,0.07376,0.0,0.0,4.25,0.0,0.0,65.6,-1.5421,0.4652,0.06517,0.0,0.0,4.75,0.0,0.0,72.29,-0.8036,0.6081,0.20809,154.226634,1.542266,3.75,0.008396,0.73776,105.13,0.1219,0.7663,0.06632,0.0,0.0,3.25,-0.010962,0.833839,91.96,-0.077,0.9407,0.24075,0.0,0.0,3.75,0.0,0.0,75.38,-0.2487,1.0,0.1,0.0,0.0,2.75,-0.131245,0.356879,82.06,0.2377,0.9325,0.03249,0.0,0.0,2.0,0.057931,0.101878,86.87,16.1332,63.84,1.0,60.0,60.0,0.0,4.403,0.0,0.0,0.0,0,0.0,0.0,3.6036,0.0,0.0,0.0,0,0.2097,0.0,3.5751,0.0,0.0,0.0,0,0.0145,0.0,2.5518,0.0,0.0,0.0,0,0.0,0.0,1.5293,0.0,0.0,0.0,0,2.0836,0.0,1.2985,0.0,0.0,0.0,0,71.994,0.0,0.3984,0.0,0.0,0.0,0,200.3659,0.0,0.648,0.0,0.0,0.0,0,202.8957,0.0
38,86.94730377197266,20.5969860855,0.03,1.0,1,-1,0.2489,-1.5344,0.2841,0.08409,0.0,0.0,1.25,-0.323759,0.896474,103.82,-1.7812,0.2596,0.05962,0.0,0.0,2.5,0.0,0.0,83.86,-1.3684,0.5249,0.12493,0.0,0.0,3.5,-0.177418,1.98026,85.89,-0.6019,0.5087,0.10873,0.0,0.0,4.25,-0.100564,0.730037,86.83,-1.3352,0.7797,0.07965,48.322437,0.483224,3.75,0.0,0.0,76.5,-0.0332,0.8217,0.12168,0.0,0.0,1.5,-0.038449,0.811474,88.88,-2.3722,1.0,0.1,166.362359,1.663624,2.0,0.250684,31.945457,61.66,-0.8457,0.9835,0.08354,88.075494,0.880755,2.25,0.124418,13.2557,87.3,7.2565,85.36,0.75,61.58,86.95,9.98,3.8749,0.0,0.0,0.0,0,0.0168,1.32,4.039,0.0,0.0,0.0,0,3.4953,1.32,3.0569,0.0,0.0,0.0,0,14.3828,0.4617,2.6645,0.0,0.0,0.0,0,0.7482,0.3949,1.0591,0.0,0.0,0.0,0,5.2685,0.0,1.9519,0.0,0.0,0.0,0,92.3012,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4929,0.0,0.0,0.0,0,0.0704,0.0
39,60.0,20.5969860855,0.03,1.0,1,-1,0.2489,-1.7698,0.3487,0.1487,0.0,0.0,1.25,0.0,0.0,88.34,-2.3535,0.2517,0.05168,0.0,0.0,1.75,-0.199381,4.055683,91.26,-1.9583,0.4895,0.08945,143.59325,1.435933,3.25,0.0,0.0,94.57,-0.1946,0.4774,0.0774,0.0,0.0,2.75,0.243157,1.408327,64.67,-0.0502,0.76,0.06001,0.0,0.0,2.0,0.0,0.0,84.39,-0.6458,0.7354,0.03537,0.0,0.0,2.25,-0.020514,1.189165,91.27,0.2641,0.9542,0.05416,0.0,0.0,2.0,0.243291,0.355758,87.07,-1.0709,0.9404,0.04039,48.410289,0.484103,2.5,-0.397626,10.606463,102.36,8.6073,61.67,1.0,60.0,60.0,0.0,4.1171,0.0,0.0,0.0,0,1.3349,0.0,3.991,0.0,0.0,0.0,0,1.2939,0.0,2.362,0.0,0.0,0.0,0,0.0,0.0,2.8291,0.0,0.0,0.0,0,0.0,0.0,1.2946,0.0,0.0,0.0,0,0.0447,0.0,1.9173,0.0,0.0,0.0,0,10.5898,0.0,0.71,0.0,0.0,0.0,0,31.4836,0.0,0.4282,0.0,0.0,0.0,0,0.0,0.0
40,60.0,20.5969860855,0.03,1.0,1,-1,0.2489,-1.347,0.2938,0.09383,0.0,0.0,2.0,-0.278058,0.962728,63.59,-1.98,0.405,0.20504,0.0,0.0,2.25,-0.006696,1.171025,76.42,0.0669,0.6805,0.2805,0.0,0.0,6.25,0.0,0.0,89.23,-1.3522,0.4628,0.06282,0.0,0.0,2.75,0.0,0.0,72.64,-1.4692,0.7471,0.04712,69.816716,0.698167,2.75,-0.00147,7.801093,82.88,0.3672,0.8347,0.13466,0.0,0.0,3.25,-0.102988,1.485313,71.96,0.2297,1.0,0.1,0.0,0.0,2.75,0.0,0.0,83.54,0.8839,0.9362,0.03624,0.0,0.0,1.25,-0.360458,4.195678,84.5,8.3717,65.51,1.0,60.0,60.0,0.0,3.9181,0.0,0.0,0.0,0,1.5024,0.0,4.4863,0.0,0.0,0.0,0,2.3237,0.0,2.1335,0.0,0.0,0.0,0,15.8495,0.0,2.8136,0.0,0.0,0.0,0,0.1148,0.0,1.1274,0.0,0.0,0.0,0,0.0,0.0,1.067,0.0,0.0,0.0,0,0.0,0.0,0.2916,0.0,0.0,0.0,0,94.9005,0.0,0.6639,0.0,0.0,0.0,0,0.0,0.0
41,60.0,20.5969860855,0.03,1.0,1,-1,0.2488,-1.3817,0.2882,0.0882,0.0,0.0,2.0,0.044674,0.580843,98.6,-1.6795,0.2519,0.05186,0.0,0.0,2.0,-0.113108,0.331567,67.62,-1.4494,0.4241,0.02414,0.0,0.0,1.75,-0.006028,1.858369,89.86,0.0614,0.588,0.18804,0.0,0.0,4.25,0.022325,4.090805,95.09,0.0419,0.8414,0.14138,41.432463,0.414325,2.5,0.0,0.0,105.04,0.2812,0.7575,0.05749,0.0,0.0,2.5,0.0,0.0,69.03,0.0451,0.95,0.05,18.479597,0.184796,2.25,-0.068386,1.078953,87.61,0.6399,1.0,0.1,0.0,0.0,2.0,0.030071,5.629047,95.1,4.9389,71.78,1.0,64.88,64.88,2.11,3.5956,0.0,0.0,0.0,0,0.0607,0.0,3.7575,0.0,0.0,0.0,0,1.0641,0.0,3.8392,0.0,0.0,0.0,0,3.0549,0.0,1.5844,0.0,0.0,0.0,0,0.0153,0.0,1.5947,0.0,0.0,0.0,0,0.0,0.0,1.5318,0.0,0.0,0.0,0,2.1002,0.0,0.381,0.0,0.0,0.0,0,0.0,0.0,0.6441,0.0,0.0,0.0,0,5.446,0.0
42,60.0,20.5969860855,0.03,1.0,1,-1,0.2488,-1.2704,0.3426,0.14264,56.003719,0.560037,3.5,0.067051,0.84971,101.72,-2.5513,0.2611,0.06111,0.0,0.0,2.75,-0.054535,4.043802,81.96,-1.5485,0.4353,0.0353,125.204541,1.252045,2.25,0.0,0.0,85.83,-0.8201,0.4309,0.03085,0.0,0.0,1.75,-0.013433,0.247829,84.6,0.1914,0.7481,0.0481,0.0,0.0,1.5,0.0,0.0,91.25,0.3394,0.7895,0.08953,0.0,0.0,2.5,0.0,0.0,81.02,-0.1727,0.95,0.05,0.0,0.0,2.75,-0.095919,1.413465,85.65,0.5029,0.9986,0.09865,0.0,0.0,3.0,0.0,0.0,85.38,13.339,63.8,1.0,73.37,73.37,5.47,3.9487,0.0,0.0,0.0,0,0.0003,1.32,3.6566,0.0,0.0,0.0,0,7.288,1.32,1.1192,0.0,0.0,0.0,0,0.0035,0.9472,3.3565,0.0,0.0,0.0,0,0.0035,0.7864,1.8767,0.0,0.0,0.0,0,0.0313,0.1711,1.9346,0.0,0.0,0.0,0,51.9957,0.175,0.6562,0.0,0.0,0.0,0,259.8861,0.0,0.5776,0.0,0.0,0.0,0,3.0293,0.0
43,60.0,20.5969860855,0.03,1.0,1,-1,0.2488,-1.0829,0.3108,0.11083,0.0,0.0,2.75,0.0,0.0,100.36,-1.4836,0.3043,0.10434,0.0,0.0,2.25,0.14866,0.946485,106.31,-0.7985,0.4345,0.03446,0.0,0.0,1.5,0.0,0.0,103.44,-3.7913,0.4649,0.06492,801.7867,8.017867,2.75,-0.213611,31.054698,77.3,-0.2262,0.7852,0.08517,0.0,0.0,1.75,0.0,0.0,73.07,-0.041,0.7604,0.06038,0.0,0.0,2.75,-0.014882,0.387674,90.65,0.2272,1.0,0.1,0.0,0.0,3.5,0.222594,0.848708,82.89,0.0408,0.9089,0.00894,0.0,0.0,1.75,-0.119817,2.150267,86.47,11.9675,69.93,1.0,60.0,74.3,5.9,3.7828,0.0,0.0,0.0,0,1.7145,1.32,4.3511,0.0,0.0,0.0,0,4.6918,1.32,2.9982,0.0,0.0,0.0,0,23.8532,0.8189,1.6548,0.0,0.0,0.0,0,0.0,0.8616,1.7385,0.0,0.0,0.0,0,0.0,0.2889,1.4765,0.0,0.0,0.0,0,10.8003,0.1416,0.3111,0.0,0.0,0.0,0,15.0262,0.0,0.611,0.0,0.0,0.0,0,6.5095,0.0
44,60.0,20.5969860855,0.03,1.0,1,-1,0.2487,-1.2318,0.2342,0.03422,0.0,0.0,0.25,0.0,0.0,91.34,-1.6108,0.4004,0.20035,0.0,0.0,2.75,0.128353,0.985047,89.43,-0.7591,0.4408,0.04079,0.0,0.0,1.75,0.345386,0.870737,60.29,-0.3989,0.6344,0.2344,0.0,0.0,4.25,0.0,0.0,93.1,-0.444,0.7292,0.02917,0.0,0.0,1.0,0.032984,0.64342,91.12,-0.4984,0.7344,0.03443,0.0,0.0,2.5,0.0,0.0,91.82,0.4916,1.0,0.1,0.0,0.0,2.75,0.384017,0.966125,94.98,-0.0748,0.9879,0.08792,0.0,0.0,2.5,-0.047648,1.626658,91.66,8.4087,60.04,1.0,60.0,60.0,0.0,4.0336,0.0,0.0,0.0,0,0.0,0.0,3.6056,0.0,0.0,0.0,0,0.0,0.0,3.3631,0.0,0.0,0.0,0,23.0625,0.0,2.272,0.0,0.0,0.0,0,1.7571,0.0,1.7277,0.0,0.0,0.0,0,28.6649,0.0,1.5478,0.0,0.0,0.0,0,0.0,0.0,0.6186,0.0,0.0,0.0,0,8.2215,0.0,0.6682,0.0,0.0,0.0,0,0.0478,0.0
45,60.0,20.5969860855,0.03,1.0,1,-1,0.2487,-1.291,0.2558,0.0558,0.0,0.0,1.5,-0.34004,0.320775,99.22,-2.0709,0.2415,0.04149,0.0,0.0,1.25,0.081637,0.409063,80.77,-0.8524,0.4197,0.01972,0.0,0.0,1.25,-0.254782,0.721799,67.44,-0.7607,0.4452,0.04521,0.0,0.0,1.75,-0.137047,0.244421,67.73,-1.5279,0.8089,0.10891,249.882343,2.498823,2.75,0.038613,18.424909,71.73,-1.6708,0.7,0.0,246.192905,2.461929,0.75,0.100611,19.400791,69.85,-1.1278,0.9753,0.07533,102.347242,1.023472,1.0,0.008963,11.144685,60.0,0.2861,0.95,0.05,0.0,0.0,2.0,0.0,0.0,75.24,11.4929,62.48,1.0,60.0,60.0,0.0,4.3336,0.0,0.0,0.0,0,0.0,0.0,4.1156,0.0,0.0,0.0,0,1.1138,0.0,3.2053,0.0,0.0,0.0,0,10.156,0.0,3.0835,0.0,0.0,0.0,0,0.0,0.0,0.8158,0.0,0.0,0.0,0,0.0,0.0,1.3467,0.0,0.0,0.0,0,0.0,0.0,0.3852,0.0,0.0,0.0,0,5.2094,0.0,0.6886,0.0,0.0,0.0,0,82.0976,0.0
46,65.70115661621094,20.5969860855,0.03,1.0,1,-1,0.2487,-1.4534,0.2542,0.05417,0.0,0.0,1.5,0.006409,0.693527,91.37,-2.1583,0.2874,0.08743,0.0,0.0,3.25,0.095048,0.318155,91.6,-0.9483,0.477,0.07703,0.0,0.0,2.75,-0.002853,0.636121,79.45,-2.7283,0.4565,0.05655,0.0,0.0,2.5,0.0,0.0,86.25,-1.8127,0.7142,0.01415,278.553742,2.785537,1.5,0.0,0.0,90.37,0.0696,0.7905,0.09052,60.704272,0.607043,2.0,0.107196,0.275483,96.29,-1.0054,0.982,0.08205,91.828707,0.918287,1.75,-0.134664,4.188303,86.37,0.4503,0.976,0.07599,9.065868,0.090659,2.0,0.04558,0.363194,89.63,10.2149,73.23,1.0,60.0,93.48,12.73,3.6615,0.0,0.0,0.0,0,0.2972,1.98,3.8061,0.0,0.0,0.0,0,0.0965,1.98,3.2379,0.0,0.0,0.0,0,0.9731,0.7613,4.7292,0.0,0.0,0.0,0,101.9763,1.0046,1.1649,0.0,0.0,0.0,0,0.0,0.3549,1.3159,0.0,0.0,0.0,0,0.0,0.0543,0.5734,0.0,0.0,0.0,0,0.0,0.0,0.2776,0.0,0.0,0.0,0,0.2294,0.0
47,60.0,20.5969860855,0.03,1.0,1,-1,0.2487,-1.168,0.2652,0.06521,0.0,0.0,1.0,-0.313702,0.581288,89.0,-1.6471,0.2643,0.06431,0.0,0.0,5.0,-0.020403,0.762133,74.99,-4.4087,0.4789,0.07885,766.701077,7.667011,2.75,-0.002866,55.155721,74.29,-1.7951,0.4533,0.05331,0.0,0.0,2.25,-0.141116,3.640188,84.62,-0.5156,0.7648,0.0648,63.481553,0.634816,2.5,0.1152,0.998279,78.89,0.1163,0.7436,0.04355,0.0,0.0,1.0,0.019094,0.361642,86.46,0.4069,0.95,0.05,0.0,0.0,3.25,-0.037445,1.340143,90.32,0.3504,0.95,0.05,0.0,0.0,3.0,0.029632,0.228737,79.29,12.7507,71.56,1.0,60.0,71.42,4.94,3.974,0.0,0.0,0.0,0,0.006,0.66,4.7194,0.0,0.0,0.0,0,0.0,0.66,1.8864,0.0,0.0,0.0,0,0.0,0.2887,3.9879,0.0,0.0,0.0,0,30.3777,0.3191,1.5293,0.0,0.0,0.0,0,1.7892,0.0,1.2821,0.0,0.0,0.0,0,50.0674,0.0437,0.5689,0.0,0.0,0.0,0,0.133,0.0,0.625,0.0,0.0,0.0,0,0.3849,0.0
48,60.0,20.5969860855,0.03,1.0,1,-1,0.2486,-1.5482,0.2057,0.00571,0.0,0.0,0.25,-0.014114,0.772161,92.13,-2.1782,0.3133,0.11325,0.0,0.0,3.75,-0.1433,2.904637,70.19,-1.216,0.4502,0.05024,0.0,0.0,2.5,0.0,0.0,84.32,-1.0867,0.4746,0.0746,0.0,0.0,3.5,0.002814,0.585689,92.82,-0.2505,0.7514,0.05139,0.0,0.0,3.75,0.034856,0.361136,105.51,-0.1948,0.7867,0.08675,0.0,0.0,2.25,-0.222433,0.420344,79.34,-0.7677,1.0,0.1,60.885867,0.608859,3.0,0.0,0.0,78.63,0.6654,0.95,0.05,0.0,0.0,2.75,-0.050087,1.293952,89.46,9.9595,69.77,1.0,60.0,66.48,2.81,3.8983,0.0,0.0,0.0,0,0.0,0.66,2.8935,0.0,0.0,0.0,0,0.0908,0.66,3.0057,0.0,0.0,0.0,0,4.1587,0.4094,4.2447,0.0,0.0,0.0,0,3.0503,0.3974,2.0113,0.0,0.0,0.0,0,34.0915,0.1025,0.9602,0.0,0.0,0.0,0,8.3075,0.0044,0.2401,0.0,0.0,0.0,0,0.0,0.0,0.5498,0.0,0.0,0.0,0,0.6177,0.0
49,79.54359436035156,20.5969860855,0.03,1.0,1,-1,0.2486,-2.4807,0.2495,0.04948,0.0,0.0,3.0,0.238401,4.717321,107.19,-0.8481,0.3004,0.10043,0.0,0.0,2.5,-0.083554,6.350453,86.95,-0.3268,0.5419,0.14187,0.0,0.0,4.25,0.0,0.0,91.91,-0.8566,0.5098,0.10981,0.0,0.0,3.0,-0.006959,0.437322,73.61,-0.6979,0.8531,0.15314,0.0,0.0,3.75,0.0,0.0,75.76,-0.6165,0.7692,0.06916,0.0,0.0,1.0,-0.018159,2.314338,85.48,0.3475,0.9762,0.07621,0.0,0.0,2.75,-0.070807,1.24254,93.49,0.7333,0.9779,0.07787,0.0,0.0,1.75,-0.055201,1.013718,78.65,10.7751,70.15,1.0,60.0,79.54,8.2,4.425,0.0,0.0,0.0,0,14.4622,0.66,3.838,0.0,0.0,0.0,0,0.8452,0.66,2.5552,0.0,0.0,0.0,0,0.0049,0.0268,3.0122,0.0,0.0,0.0,0,0.0,0.1326,1.492,0.0,0.0,0.0,0,0.9668,0.0,0.6574,0.0,0.0,0.0,0,0.4968,0.0,0.4816,0.0,0.0,0.0,0,22.6815,0.0,0.4842,0.0,0.0,0.0,0,0.013,0.0
