episode,clearing_price_last,cap_last,reward_A1,green_frac_A1,penalty_A1,actor_loss_A1,critic_loss_A1,reward_A2,green_frac_A2,penalty_A2,actor_loss_A2,critic_loss_A2,reward_A3,green_frac_A3,penalty_A3,actor_loss_A3,critic_loss_A3,reward_A4,green_frac_A4,penalty_A4,actor_loss_A4,critic_loss_A4,reward_A5,green_frac_A5,penalty_A5,actor_loss_A5,critic_loss_A5,secondary_volume,secondary_avg_price
77,81.26811218261719,5.452072437987189,-19.5976,0.1849,2054.018486,0.001465,24.294389,-11.5031,0.3716,1499.437029,-0.00157,8.155117,-5.7852,0.4982,1450.65597,-0.000356,4.681702,-26.3176,0.6619,280.87298,0.003836,91.117115,-9.5259,0.8166,0.0,-3.5e-05,6.334186,13.9464,150.02
78,191.47695922851562,5.452072437987189,-13.4837,0.1804,1331.658505,-0.002335,4.476419,-7.9379,0.3493,2116.980707,-0.002611,2.544597,-9.4104,0.4939,1472.295635,-0.002922,4.745365,-25.2254,0.6305,439.462728,-0.006921,104.085501,-10.2491,0.8133,1.47944,-0.003361,5.143653,13.8372,126.55
79,177.54354858398438,5.452072437987189,-46.1872,0.2049,1991.936851,-0.000281,608.109314,-23.494,0.3706,1460.790029,0.000438,19.498696,-22.2283,0.4667,571.017505,-0.00329,24.342306,-6.6351,0.6853,624.511989,-0.004496,2.562136,-13.2144,0.8153,92.5,-5.2e-05,16.859528,20.2843,186.18
80,157.50125122070312,5.452072437987189,-9.7542,0.1887,2441.762035,-0.000613,5.356505,-9.6968,0.3566,1496.066855,-0.000327,3.444634,-16.3998,0.5052,0.0,-0.001996,29.255149,-6.0585,0.6314,880.699736,-0.007208,3.927458,-12.9886,0.8025,185.0,-0.000692,13.706107,10.3891,129.97
81,170.08941650390625,5.452072437987189,-14.2517,0.1563,2025.832597,-0.001285,8.167372,-16.3624,0.37,661.389568,-0.001715,4.951196,-6.4107,0.4948,1636.118378,-0.0006,2.592081,-10.3966,0.6651,667.106491,-0.001027,3.362317,-18.7606,0.8044,92.5,-0.00133,25.503752,8.7084,137.17
82,127.07267761230469,5.452072437987189,-9.9282,0.2472,1741.765506,-0.001154,6.636517,-11.0528,0.3575,2098.693837,-0.001449,3.509957,-9.3997,0.4986,1239.166835,-0.003866,3.716511,-14.0502,0.6757,498.156901,0.004376,15.689791,-21.2132,0.7892,0.0,-0.001585,24.453348,6.6865,188.88
83,44.27088928222656,5.452072437987189,-9.5935,0.1897,2124.914666,9.8e-05,4.816225,-16.7835,0.3322,1104.02004,-0.001899,22.687227,-6.2876,0.4798,969.888052,-0.006341,1.751148,-11.4309,0.6209,198.655352,-0.007776,8.506128,-5.2672,0.8246,92.5,-0.001776,10.260269,15.9116,88.93
84,134.56820678710938,5.452072437987189,-10.2302,0.1594,2874.162225,-0.000505,2.890296,-22.7275,0.3801,784.77833,0.0001,32.92148,-8.9299,0.5216,1146.074599,0.000552,3.653727,-22.6978,0.6408,0.0,-0.000368,66.553123,-6.7993,0.7775,39.93197,-0.003034,18.780708,11.4149,128.56
85,104.85520935058594,5.452072437987189,-15.0997,0.2117,2059.586506,-0.001193,6.391987,-30.0012,0.3679,1111.739831,-0.00069,155.195992,-10.4909,0.5003,937.747471,-0.00245,1.205694,-6.7837,0.6522,786.072505,-0.001116,3.875838,-19.3652,0.8396,0.0,-0.002032,28.808139,19.9773,157.11
86,104.80996704101562,5.452072437987189,-32.4978,0.2341,1726.601399,-0.001984,259.082153,-8.9562,0.3621,1337.822407,-7.3e-05,7.570951,-7.29,0.4935,789.134687,-0.002181,1.510342,-12.7128,0.6325,301.825392,-0.015766,10.035855,-8.9505,0.8221,0.0,-0.001662,5.244696,3.2973,206.27
87,99.91842651367188,5.452072437987189,-23.3199,0.1951,680.887384,-0.002441,15.674813,-19.4633,0.3306,1266.596492,-0.000628,27.417325,-7.1877,0.5102,1135.259161,-0.00393,1.653744,-7.8332,0.6408,878.290289,-0.019907,1.542391,-20.4077,0.799,185.0,-0.000788,36.367818,19.4782,123.7
88,171.87127685546875,5.452072437987189,-9.594,0.1769,2452.741783,-0.002638,1.446746,-9.1303,0.3349,671.004789,-0.000389,9.680503,-6.2437,0.4955,652.814507,-0.00388,0.688985,-8.2803,0.6611,469.509575,0.001759,1.297628,-14.9967,0.7877,185.0,-0.028243,29.589563,11.7779,96.14
89,130.72406005859375,5.452072437987189,-9.5741,0.2383,2856.060343,-0.004348,1.268241,-9.7679,0.3471,1964.314526,-0.000894,4.429469,-44.756,0.5212,106.968943,-0.000946,363.237625,-4.1712,0.6218,806.654301,0.001799,5.830828,-4.2516,0.778,0.0,-0.002505,10.486275,10.1356,154.37
90,134.60794067382812,5.452072437987189,-9.1674,0.2397,2345.649264,-0.003548,1.062496,-9.828,0.3588,425.737355,-0.00103,6.085073,-5.4512,0.5233,1795.391861,-0.007497,0.157739,-11.8187,0.6656,608.061718,-0.00382,15.691685,-6.7444,0.7858,0.0,-0.005894,1.891649,6.7362,116.0
91,144.63124084472656,5.452072437987189,-11.7668,0.1947,2149.473236,-0.004721,0.566268,-17.1463,0.3215,784.365982,-0.00115,23.101902,-9.7353,0.5183,685.183581,-0.000289,8.618227,-5.8419,0.6196,861.789696,-0.001698,1.820332,-9.9893,0.8163,10.267656,0.000814,9.999479,6.1831,77.34
92,70.17656707763672,5.452072437987189,-11.554,0.1739,2609.646278,-0.005452,2.338283,-11.3589,0.4144,0.0,-0.000444,8.134201,-8.8437,0.4906,821.727508,-0.005007,0.322766,-16.0006,0.6784,524.712486,-0.002387,5.959091,-2.0643,0.8159,177.263812,-0.001967,15.607603,7.1423,153.05
93,198.0234375,5.452072437987189,-19.0741,0.2005,1984.823724,-0.006629,37.450135,-36.4953,0.3785,128.017089,-0.000413,238.445801,-17.3187,0.5158,801.583008,0.006427,68.373066,-11.1528,0.6379,1231.434287,-0.002704,10.829149,-14.646,0.7842,0.0,-0.001029,26.97808,13.2159,195.71
94,44.36009216308594,5.452072437987189,-11.2817,0.206,1787.24623,-0.00401,2.354834,-9.4007,0.3779,1524.773138,-0.000471,4.09632,-15.0268,0.5071,500.910301,-0.003285,5.559449,-26.972,0.6595,162.3822,-0.003705,44.849109,-4.2118,0.7954,290.126696,-0.000508,7.623825,10.8761,127.16
95,101.7485122680664,5.452072437987189,-33.1681,0.1789,1537.934128,-0.004621,239.663826,-16.4708,0.3719,660.845462,-0.00197,7.210456,-22.3145,0.5167,221.215705,-4.8e-05,26.913987,-4.3734,0.6163,823.73966,-0.000854,3.253426,-1.7167,0.8167,457.06826,-0.000249,18.098845,3.2216,229.19
96,77.1794662475586,5.452072437987189,-11.3413,0.1913,2788.367547,-0.0005,0.526351,-12.7161,0.3472,874.681098,-0.00136,5.040366,-5.5641,0.5186,1747.872971,-0.000394,1.481202,-15.3847,0.6391,133.386515,-0.004873,5.698403,-13.9208,0.8174,0.0,-0.003098,13.013164,9.5388,111.18
97,69.80774688720703,5.452072437987189,-12.2208,0.166,2243.031841,-0.001861,1.59603,-11.2696,0.4037,259.0,-0.003768,2.900217,-6.8825,0.4611,1610.061403,-0.001993,0.583945,-10.6585,0.6172,1280.1885,7.9e-05,5.817005,-12.1369,0.8024,0.0,-0.013582,8.901845,16.4049,110.06
98,78.78656768798828,5.452072437987189,-34.3361,0.1911,1518.150123,0.003481,212.883732,-10.8813,0.3565,1263.158258,-0.000998,1.850657,-14.0302,0.4811,1034.528147,0.002395,26.67889,-7.2628,0.6367,824.58197,-0.003472,4.217648,-13.4181,0.7979,125.287636,0.00548,15.074651,20.9208,129.27
99,152.2627716064453,5.452072437987189,-14.173,0.204,2092.519585,-0.001493,4.489787,-14.2613,0.3103,640.460634,0.000409,7.184959,-15.2422,0.4899,762.006781,-0.000257,8.620391,-5.6675,0.632,1088.250949,-0.001897,1.27298,-7.8147,0.824,0.0,-0.000718,1.669145,9.0431,132.12
100,154.58876037597656,5.452072437987189,-12.248,0.2504,1525.813376,-0.005114,0.658071,-8.8293,0.324,1848.249345,-0.001216,2.725255,-8.2814,0.5031,1429.385239,-0.013963,1.0189,-15.0285,0.6412,504.4843,0.000471,37.940998,-11.9045,0.8214,0.0,-0.003276,2.625376,14.1024,117.4
101,188.17999267578125,5.452072437987189,-10.4455,0.201,2693.682931,-0.003235,2.286263,-18.217,0.3449,1513.071068,-3.4e-05,15.69433,-36.1756,0.4869,56.438104,0.005054,179.146301,-11.9,0.6391,345.073484,-0.000295,14.985158,-2.0549,0.7982,420.869557,-0.001331,18.228302,6.9309,141.17
102,107.50260925292969,5.452072437987189,-10.1787,0.1618,2490.631861,-0.002007,1.543832,-12.7302,0.4092,1301.984672,-0.000737,5.510227,-15.2405,0.4991,500.202198,-0.003275,3.206173,-16.5869,0.6841,16.300306,-0.001106,8.384944,-8.9535,0.7935,362.481966,-0.008098,2.91421,6.8762,133.39
103,72.40937805175781,5.452072437987189,-13.8736,0.1687,1150.20108,-0.009273,3.525248,-11.2609,0.3371,1295.724715,-0.002202,2.531185,-6.1226,0.4724,1641.158258,-0.004026,2.229462,-8.4664,0.6467,766.9481,-0.012914,0.963185,-13.9902,0.8205,0.0,-0.012663,18.320385,9.3656,132.74
104,109.76679229736328,5.452072437987189,-13.745,0.1532,2438.203823,-0.003975,1.157203,-16.7334,0.3486,1263.721958,-0.00195,20.294314,-20.6095,0.5404,609.797557,0.001503,14.261927,-5.5086,0.6491,1382.642352,-0.007629,2.259437,-13.7195,0.8209,0.0,-0.002105,3.416039,12.6401,138.32
105,182.16409301757812,5.452072437987189,-9.4485,0.193,2474.65346,-0.004007,0.898307,-29.323,0.3667,1298.816349,8.9e-05,81.144865,-64.4689,0.5187,0.0,-0.000511,298.382095,-15.9285,0.6598,689.415462,-0.016677,26.085848,-4.0388,0.8032,218.389911,-0.00496,5.296969,13.955,165.87
106,172.9989776611328,5.452072437987189,-17.9377,0.2206,2371.819539,-0.002258,32.117471,-36.4585,0.3759,338.499971,-1e-06,122.082701,-15.4317,0.5132,535.527968,-0.000153,13.079479,-8.5366,0.6253,551.851722,0.004208,5.675824,-9.7311,0.7743,0.0,-0.001579,6.825624,14.8538,190.39
107,53.926246643066406,5.452072437987189,-9.9536,0.1983,2076.165003,-0.00538,1.502135,-14.2212,0.381,1431.234269,-0.000903,7.052049,-39.1581,0.5044,324.069533,0.000301,299.556702,-3.9798,0.6674,314.006399,-0.001806,6.519988,-7.3925,0.7936,0.0,-0.009865,2.796603,9.8586,162.7
108,194.7584228515625,5.452072437987189,-10.4785,0.2077,2566.060224,-0.008713,0.189385,-14.0314,0.3761,1692.230653,-0.002719,3.740817,-12.3794,0.4896,194.909702,-0.000235,5.348104,-6.5141,0.6271,1038.42258,-0.00303,2.039258,-12.3458,0.7939,92.5,-0.009263,9.784723,21.6771,121.84
109,157.71768188476562,5.452072437987189,-14.6553,0.192,2268.636088,-0.008611,6.890275,-14.4824,0.3026,888.670212,-0.000629,8.657352,-12.2064,0.4783,764.142954,-0.003047,3.477581,-7.4566,0.6531,417.498484,-0.013642,1.354541,-12.3615,0.8087,18.068044,-0.007541,5.558531,10.7548,141.25
110,190.86109924316406,5.452072437987189,-22.2984,0.1766,1036.234715,0.003169,14.823235,-10.3638,0.3488,1886.202189,0.000296,9.037123,-16.8427,0.4743,668.273534,-0.002067,10.013568,-10.1312,0.6012,804.639235,-0.014023,5.982974,-29.8943,0.7936,0.0,-0.005723,48.359516,10.8529,195.32
111,186.40911865234375,5.452072437987189,-14.8871,0.1945,2065.217198,-0.006816,9.908409,-7.4258,0.3178,1826.363522,-0.001634,8.925746,-10.8868,0.5016,1585.606894,0.001122,2.762336,-3.6555,0.6721,455.373988,-0.006361,4.5667,-12.8973,0.7982,0.0,0.006786,32.710792,9.664,77.6
112,192.44253540039062,5.452072437987189,-22.8223,0.2079,2033.621137,0.00088,36.860074,-15.0921,0.3209,843.697136,-0.000624,7.046039,-7.5982,0.4872,937.405943,-0.001223,6.934449,-26.5801,0.6443,591.536861,-0.02564,194.798347,-11.0364,0.8002,188.817499,-0.003692,14.016843,10.0829,132.75
113,148.47952270507812,5.452072437987189,-9.9899,0.2419,2595.962365,-0.001954,1.588915,-39.2417,0.329,0.0,0.001542,180.018085,-18.8098,0.4836,1009.761664,0.000209,31.474513,-11.8616,0.6424,1242.219623,0.000674,7.279078,-16.1846,0.7917,0.0,-0.01372,27.535682,19.6685,179.7
114,167.27206420898438,5.452072437987189,-10.0487,0.1621,2996.077335,0.001252,3.368771,-28.938,0.374,829.89601,-0.000303,144.334164,-22.5944,0.4876,761.294714,-0.000396,55.763784,-8.6455,0.6405,198.478464,-0.008909,0.569487,-7.9192,0.8174,20.22634,-0.00185,8.437835,8.178,192.33
115,181.66944885253906,5.452072437987189,-10.7894,0.1624,2284.617938,-0.00079,1.392092,-8.1017,0.3634,1702.614515,-0.000154,5.270502,-15.2569,0.4637,931.303388,-0.000391,3.811669,-21.503,0.6282,0.0,-0.001241,84.582394,-14.0973,0.7827,277.947263,-0.006743,18.572957,12.8076,132.37
116,51.656620025634766,5.452072437987189,-14.1708,0.2163,1154.937501,-0.003644,1.485203,-13.6402,0.3762,1079.998263,-0.00167,4.783618,-14.867,0.5089,446.990108,-0.002602,9.145066,-11.675,0.6058,868.491091,-0.00956,3.188217,-5.334,0.8168,0.0,-0.001953,5.498199,20.8678,130.33
117,172.62081909179688,5.452072437987189,-33.8058,0.1768,1817.392566,0.000976,85.541931,-11.0525,0.3421,1188.873325,-0.001474,3.80921,-12.39,0.5336,1210.481516,9e-05,12.950646,-21.2957,0.6144,296.257165,0.003687,22.088596,-16.2821,0.7958,307.340958,-0.001016,15.626716,11.0155,181.93
118,166.59190368652344,5.452072437987189,-26.7724,0.1954,2450.646991,0.002031,87.365276,-11.7951,0.3331,803.119568,-0.008234,1.000946,-5.1106,0.5328,1411.634407,0.000263,20.15094,-15.0128,0.6316,0.0,-0.003558,8.157067,-6.731,0.8171,129.511057,-0.001075,12.0634,9.0787,170.69
119,165.15185546875,5.452072437987189,-17.4899,0.1859,1214.04087,-3.9e-05,15.163991,-16.6926,0.3321,1498.065154,0.000342,12.071126,-21.9043,0.4797,573.568717,0.00028,11.968196,-5.8786,0.6461,444.278704,-0.003021,3.034151,-6.5556,0.8189,0.0,-0.018205,5.294639,12.6961,154.68
120,107.9308090209961,5.452072437987189,-14.7467,0.1841,2258.283126,-0.005373,1.324321,-18.1006,0.3173,475.26251,-0.003074,6.253356,-14.2545,0.4727,654.695252,-0.001278,7.965915,-4.7594,0.6286,758.955035,-0.010927,5.47715,-16.3304,0.7863,0.0,-0.018203,6.900262,9.5237,146.96
121,175.64883422851562,5.452072437987189,-8.9487,0.2471,2149.151221,-0.00025,4.261158,-7.3303,0.3733,1962.925942,-0.006572,5.844873,-19.9261,0.4747,78.354503,-0.00123,27.057722,-18.9934,0.6317,405.643785,0.003482,83.275734,-6.6791,0.8156,92.5,-0.022014,1.161365,9.5407,131.01
122,155.73757934570312,5.452072437987189,-22.0107,0.2158,2403.962348,0.002097,35.151842,-13.9749,0.3447,1325.497077,0.001383,5.815119,-17.4334,0.467,0.0,-0.002592,9.75772,-13.1429,0.6677,472.453071,0.000779,18.546922,-4.1781,0.7833,294.683081,0.004325,7.224964,17.2715,129.6
123,154.43780517578125,5.452072437987189,-32.1866,0.1705,1493.246339,-0.000462,198.337406,-19.673,0.3757,640.146417,-0.000423,18.615284,-11.2785,0.5025,1019.430483,-0.00208,9.490476,-7.1374,0.6363,548.190909,-0.005403,1.241683,-6.9146,0.7872,309.583842,0.000441,5.411481,13.8583,134.24
124,140.09072875976562,5.452072437987189,-10.5257,0.194,1859.716902,-0.003985,5.217363,-14.9189,0.354,606.702373,-0.000952,5.271309,-18.1632,0.5115,415.435534,-0.00298,17.512502,-8.9258,0.6556,1051.910185,0.001432,2.207092,-6.4435,0.8089,82.223969,-0.006078,1.04046,14.9601,145.32
125,148.07516479492188,5.452072437987189,-9.7329,0.1507,2362.334714,-0.001135,5.87977,-11.3998,0.3165,1371.373778,0.000626,9.884356,-9.3052,0.4879,324.467808,-0.004797,6.018934,-11.2914,0.6365,404.847736,-0.005946,6.461538,-7.9515,0.7922,46.556373,-0.008278,0.113168,9.2105,91.56
126,107.45694732666016,5.452072437987189,-11.0123,0.2018,1297.324765,-0.002136,3.791161,-10.9994,0.3656,1128.773248,-0.003826,2.335866,-14.3571,0.4872,562.045348,-0.001186,4.929544,-6.4687,0.6559,673.496962,-0.003926,1.340304,-11.242,0.7852,221.638583,-0.000511,3.007082,17.7188,100.14
127,149.54278564453125,5.452072437987189,-12.5534,0.1966,1424.970809,-0.002711,2.761244,-8.1377,0.3362,1636.326601,-0.002933,8.963887,-6.5112,0.5149,1052.40509,-0.002205,11.368327,-16.1175,0.6523,386.620017,0.001511,15.72948,-6.5897,0.8116,0.0,-0.00359,0.924855,12.7709,105.7
128,125.42532348632812,5.452072437987189,-12.0399,0.2211,1478.891336,-0.005009,2.412166,-15.1594,0.348,427.492673,-0.002131,5.494993,-13.6617,0.4745,1130.150847,-0.001085,3.928209,-9.8289,0.6278,642.115235,-0.010105,2.533383,-19.5303,0.7722,54.458687,-0.006527,39.682158,7.6134,133.19
129,49.04212188720703,5.452072437987189,-13.2783,0.2178,1479.855248,-0.005408,2.093141,-12.8962,0.3618,939.748962,-0.002034,5.293285,-15.5158,0.4722,709.416942,-0.002875,8.584744,-5.5365,0.6584,567.500122,-0.004235,2.489599,-15.0376,0.7955,72.891302,-0.010212,13.219688,12.7755,156.94
130,139.29571533203125,5.452072437987189,-20.215,0.2081,1976.575837,-0.003487,25.379674,-37.1546,0.3298,212.050165,-0.003241,65.529781,-25.3022,0.4726,498.812471,-0.002366,54.459226,-3.9377,0.6378,1153.984806,0.001993,4.670673,-3.8675,0.809,567.78633,-0.005273,7.337393,8.1342,175.16
131,44.01494598388672,5.452072437987189,-11.3694,0.2294,2197.32987,-0.004994,0.269291,-12.0652,0.3496,1056.732493,0.000146,3.35461,-25.2025,0.4892,427.387929,0.001407,84.999601,-4.8319,0.6271,739.134329,-0.001144,4.071934,-10.6562,0.7901,0.0,-0.000197,4.898417,4.628,171.21
132,155.02769470214844,5.452072437987189,-10.6293,0.1806,2127.680939,0.00132,0.75895,-8.7667,0.3102,1953.766981,-0.001414,3.596164,-20.2066,0.461,784.41008,-0.000729,33.981369,-21.5474,0.6495,0.0,-0.005193,22.185658,-21.442,0.7911,131.810359,-0.008033,45.826381,10.6718,168.21
133,166.96221923828125,5.452072437987189,-11.2301,0.1878,2035.227278,-0.002378,0.591472,-7.9239,0.3879,2113.249865,-0.004667,3.293071,-22.8589,0.4844,567.296131,-0.001029,26.560596,-8.3003,0.6362,817.431373,-0.001201,1.438915,-23.9424,0.798,0.0,0.001017,62.442829,4.6602,84.27
134,113.00653076171875,5.452072437987189,-11.2728,0.2025,2798.089968,-0.003113,0.332223,-16.5855,0.346,352.370287,0.000838,7.208991,-6.4277,0.4771,1537.993294,-0.0012,10.464228,-6.1695,0.6265,443.194323,-0.015267,0.979309,-18.2939,0.7854,0.0,-0.000293,24.966543,12.2624,152.67
135,120.42150115966797,5.452072437987189,-21.0705,0.1807,153.812889,-0.005931,32.211477,-12.9078,0.3407,774.250993,-0.003707,1.709801,-7.4034,0.5143,1425.998931,-0.003085,14.358406,-5.6474,0.6599,847.389398,-0.016345,0.904745,-5.0933,0.7967,377.379538,-0.000655,5.490139,9.9103,156.14
136,182.24359130859375,5.452072437987189,-20.2069,0.2109,1606.602844,-0.002106,29.578918,-14.0136,0.3317,1465.453876,0.000757,6.624375,-22.7994,0.4983,525.345364,-0.004345,34.013185,-10.5323,0.686,383.932167,-0.00569,2.908842,-9.2176,0.8065,356.498875,-0.007279,4.370988,12.3593,155.09
137,185.61109924316406,5.452072437987189,-29.2377,0.2529,375.143589,-0.000993,71.817625,-22.411,0.3307,695.939051,-0.002546,17.068357,-24.2475,0.4808,1296.892628,-0.002479,21.422565,-6.3299,0.6278,1046.572453,-0.027219,0.658328,-8.3752,0.7787,455.919668,-1e-05,14.276488,21.899,154.66
138,177.528076171875,5.452072437987189,-20.7296,0.1792,2032.934103,-0.000466,52.179559,-11.5294,0.3878,1180.895782,-0.009565,1.023975,-17.7969,0.5083,116.11932,-0.001256,15.524926,-16.4149,0.634,540.476994,0.012766,40.109957,-9.3897,0.7926,159.672632,-0.004562,3.681165,11.9493,145.46
139,175.09652709960938,5.452072437987189,-34.0182,0.2058,2130.656475,-0.001823,163.315712,-33.5514,0.3566,992.310327,0.006442,96.289944,-10.8217,0.5088,1358.451522,-0.000342,14.371107,-56.0089,0.7152,0.0,0.012562,393.284348,-3.2517,0.8045,437.827635,-0.001852,8.646491,12.7049,242.41
140,146.56927490234375,5.452072437987189,-24.9383,0.1965,1251.495228,-0.001056,21.148417,-19.3977,0.3618,728.656572,0.000495,4.446976,-12.161,0.4914,1033.936604,-0.006283,2.06769,-7.0913,0.6668,659.812909,-0.007053,1.095027,-20.6755,0.8034,271.205137,0.00121,69.385494,8.9741,169.51
141,185.55117797851562,5.452072437987189,-16.9012,0.2102,1993.731137,-0.000467,9.818681,-16.9097,0.3266,1239.695042,-0.004219,11.395498,-7.4446,0.5214,1206.12298,-0.002744,6.376368,-13.0561,0.6667,444.0,-0.015955,19.955007,-9.7183,0.8249,0.0,-0.00942,2.08759,6.6595,202.14
142,180.3600616455078,5.452072437987189,-11.7431,0.2297,1894.559082,-0.004519,5.70853,-36.5955,0.3574,426.04972,-0.010845,67.947098,-12.4757,0.5183,1067.35288,-0.005692,5.959689,-16.3728,0.6126,739.81447,-0.003298,43.421205,-18.1952,0.7826,36.119343,-0.006207,19.902594,14.3595,162.99
143,154.09088134765625,5.452072437987189,-28.6785,0.1887,1271.447222,-0.002544,47.187825,-14.5252,0.3871,1299.45899,-0.002428,2.09279,-10.8945,0.5258,1211.010121,-0.005565,3.702739,-16.7588,0.6237,148.0,0.001477,22.95052,-28.0042,0.7902,0.0,-0.005299,53.52903,8.733,182.07
144,190.5208740234375,5.452072437987189,-9.1395,0.2873,2347.55554,0.00022,12.855247,-30.6916,0.3378,311.797932,0.002648,76.304182,-8.0366,0.4653,1390.387007,-0.006812,8.192659,-29.5228,0.6291,350.408581,-0.001426,214.06591,-5.1805,0.7986,210.548517,-0.000464,7.819475,20.9355,173.32
145,198.29312133789062,5.452072437987189,-13.8381,0.1543,2661.820027,-0.001314,9.292344,-21.6267,0.3294,1148.420978,-0.002315,15.307314,-7.9254,0.4795,1578.138126,-0.005964,5.064053,-29.2655,0.6653,361.463817,-0.006951,134.713467,-15.6876,0.7996,92.5,-0.005463,20.61488,14.3439,129.78
146,101.8785400390625,5.452072437987189,-16.7664,0.1655,1414.563416,-0.007088,7.613803,-9.0333,0.3822,1265.429994,-0.002975,15.452098,-27.5621,0.4671,356.746946,-0.004143,77.313675,-8.7647,0.6404,645.785259,-0.00816,2.273329,-6.7273,0.7947,286.778377,-0.003886,4.146684,8.4863,114.8
147,184.63330078125,5.452072437987189,-12.8624,0.2222,2033.211531,-0.008403,4.68216,-27.8959,0.3459,1002.250582,-0.000147,37.597487,-16.0486,0.524,1176.887702,0.000961,24.604862,-24.3318,0.6664,0.0,0.000328,16.526558,-20.1874,0.7958,0.0,-0.00859,28.840795,13.7755,166.35
148,163.64541625976562,5.452072437987189,-18.8318,0.2116,1536.893859,0.003252,10.485795,-19.0841,0.3463,1498.802602,-0.003052,17.743025,-6.0187,0.4884,1357.91522,-0.003238,7.212009,-28.5065,0.6355,148.0,-0.000971,73.042418,-2.6241,0.8223,356.466431,-0.001726,15.797665,6.5899,166.31
149,79.32804107666016,5.452072437987189,-36.4422,0.2072,865.500936,0.000565,182.561989,-38.5304,0.3352,880.744076,0.001572,118.407352,-6.6226,0.5164,1398.380973,-0.005833,3.830991,-20.8038,0.6506,0.0,-0.00151,39.042527,-15.0914,0.8072,375.768337,-0.001221,8.993702,11.384,225.55
150,194.45004272460938,5.452072437987189,-17.0417,0.1865,2338.755106,-0.003467,3.464058,-21.9529,0.3034,1691.714794,-0.001634,22.427474,-34.4778,0.5061,604.291518,0.000566,143.832031,-18.63,0.6601,357.269755,-0.014812,16.571337,-17.2094,0.7977,185.0,-0.002544,37.196204,8.3346,175.46
151,196.27056884765625,5.452072437987189,-18.2672,0.2174,1817.999115,-0.003156,4.754332,-19.0481,0.3707,1087.847311,-0.010071,6.049328,-18.8653,0.5056,872.009623,-0.001678,6.718399,-26.585,0.65,337.964486,0.012351,83.401423,-14.7453,0.7728,0.0,-0.000243,9.292201,14.389,123.52
152,136.83790588378906,5.452072437987189,-9.4677,0.1522,2389.374065,0.001321,7.594076,-21.8772,0.3294,958.7847,0.00093,15.406264,-14.1004,0.4915,1043.333458,-0.003856,2.889209,-12.406,0.6071,575.778317,-0.005104,16.863565,-60.5666,0.8116,0.0,0.000702,479.203506,8.2091,226.18
153,199.341796875,5.452072437987189,-22.8278,0.2184,2289.672099,-0.005085,36.616417,-8.0566,0.3616,1873.12515,-0.001839,33.507229,-13.2108,0.482,1189.523515,-0.003179,2.240964,-36.4,0.6634,0.0,-3e-05,140.157776,-16.7328,0.7933,174.825165,-0.00198,35.09316,15.758,194.74
154,195.71055603027344,5.452072437987189,-16.3111,0.1967,2235.513227,-0.005334,5.575584,-9.0777,0.3283,1943.910179,-0.006349,23.619079,-14.5449,0.5163,1084.060904,-0.00058,4.901379,-27.566,0.6315,40.946947,-0.002048,87.094755,-5.7624,0.7914,0.0,-0.001122,3.717402,17.0698,133.74
155,193.55572509765625,5.452072437987189,-12.4269,0.1836,2570.262156,0.0025,10.204735,-24.6961,0.3654,1588.044802,-0.001336,19.078606,-11.6174,0.4593,1146.172983,-0.015819,1.701969,-31.9753,0.6452,0.0,-0.004188,86.882183,-6.0836,0.8145,198.326834,-0.003171,3.303902,12.6325,158.59
156,55.32158279418945,5.452072437987189,-9.7317,0.2245,2707.485119,0.001017,12.838769,-15.7776,0.3294,669.779492,-0.002996,5.766648,-10.1847,0.4784,733.88696,-0.008566,2.919155,-21.9312,0.6622,296.0,-0.004991,34.230284,-5.0436,0.8177,275.32798,-0.000475,4.384736,10.2874,161.26
157,174.89398193359375,5.452072437987189,-12.5799,0.2053,1500.656415,-0.001372,4.092118,-11.9137,0.3572,919.149022,-0.001129,7.61538,-5.4147,0.5007,1078.552297,-0.007752,8.794309,-17.3294,0.6375,624.031476,0.000503,10.249418,-11.2932,0.7913,102.811341,-0.00148,5.706377,15.4974,101.89
158,186.27609252929688,5.452072437987189,-22.9306,0.1911,2231.561235,-0.010683,5.838343,-21.4801,0.3239,1397.457176,-0.002022,6.442198,-34.986,0.4906,333.711955,0.004673,106.511074,-27.5487,0.6699,279.468198,-9e-06,60.391201,-13.6213,0.7831,106.952081,-0.004403,17.534037,16.4644,188.45
159,183.04432678222656,5.452072437987189,-32.389,0.1763,1707.821309,-0.005914,140.329529,-11.9413,0.3553,1172.193396,-0.002871,9.114734,-17.7381,0.5105,233.213074,-0.002674,47.660559,-9.2989,0.6854,669.505608,-0.001289,29.477371,-8.9122,0.7811,92.5,-0.000593,4.908184,9.3102,100.71
160,197.73629760742188,5.452072437987189,-11.6113,0.1956,2701.407615,-0.003167,2.432705,-28.2319,0.3083,879.48694,-0.000668,34.968906,-26.3447,0.5105,880.495199,-0.005122,56.07932,-13.8393,0.6411,262.355428,-0.002378,23.293748,-14.1165,0.7789,185.0,-0.004703,12.052629,19.0672,141.25
