episode,clearing_price_last,cap_last,reward_A1,green_frac_A1,penalty_A1,actor_loss_A1,critic_loss_A1,reward_A2,green_frac_A2,penalty_A2,actor_loss_A2,critic_loss_A2,reward_A3,green_frac_A3,penalty_A3,actor_loss_A3,critic_loss_A3,reward_A4,green_frac_A4,penalty_A4,actor_loss_A4,critic_loss_A4,reward_A5,green_frac_A5,penalty_A5,actor_loss_A5,critic_loss_A5,secondary_volume,secondary_avg_price
471,200.0,5.452072437987189,-50.2759,0.1902,38.241738,-0.019526,3.589112,-49.3555,0.3057,0.0,-0.005819,2.289162,-5.751,0.5013,1985.504383,-0.018944,0.022804,-3.1402,0.7085,1309.294646,-0.037693,0.008873,-1.7345,0.8249,821.900254,0.00355,0.00967,1.2161,100.28
472,200.0,5.452072437987189,-43.6753,0.2661,156.887283,-0.073063,3.945608,-58.6054,0.3256,0.0,0.033122,30.305958,-5.9032,0.47,1985.62079,-0.035296,0.031103,-2.9921,0.7191,1282.521903,-0.046475,0.011444,-1.4397,0.8405,761.634598,-0.003112,0.015761,0,0.0
473,200.0,5.452072437987189,-46.0508,0.2433,0.0,0.008742,2.213179,-48.7303,0.3179,0.0,-0.008576,6.321284,-5.7462,0.4987,1979.445121,0.032679,0.037889,-3.1534,0.6915,1276.053701,-0.00985,0.012703,-1.4756,0.8387,769.084558,-0.001143,0.009366,0,0.0
474,200.0,5.452072437987189,-41.6032,0.2097,50.16438,-0.013816,1.489044,-54.2966,0.3594,0.0,-0.057642,1.331214,-5.1633,0.5476,1726.537595,-0.014027,0.203996,-3.3416,0.6895,1336.002555,-0.012121,0.004331,-1.6788,0.8284,812.171992,-0.012763,0.005902,1.3827,102.16
475,200.0,5.452072437987189,-40.5964,0.2451,36.441359,-0.000992,0.909909,-54.3644,0.3311,0.0,-0.019255,0.556392,-5.3793,0.5184,1751.42824,-0.011629,0.02343,-3.1647,0.7016,1302.70769,0.009641,0.016251,-1.961,0.8041,843.363303,-0.031688,0.023824,1.2804,114.93
476,200.0,5.452072437987189,-40.7666,0.2291,47.358762,-0.052173,0.479427,-54.6607,0.3138,0.0,-0.085696,0.915149,-5.438,0.5255,1922.33103,-0.000958,0.009326,-3.5015,0.6736,1355.602964,-0.013484,0.01538,-1.9664,0.8049,847.105316,-0.004629,0.013248,0,0.0
477,200.0,5.452072437987189,-41.3854,0.1934,156.599068,-0.028933,0.847156,-54.7639,0.3437,0.0,-0.010045,0.954574,-5.7365,0.4951,1970.930207,-0.017584,0.073107,-3.1217,0.7083,1302.528078,-0.020229,0.022875,-1.456,0.8453,780.741728,-0.04066,0.048653,0,0.0
478,200.0,5.452072437987189,-47.1696,0.1592,56.339877,-0.021253,1.001311,-49.9038,0.3152,0.0,-0.021571,1.06842,-5.1516,0.5531,1871.622496,-0.01847,0.021346,-3.2854,0.6916,1321.494938,-0.061057,0.004061,-1.7227,0.8179,797.819949,-0.0168,0.00599,0,0.0
479,200.0,5.452072437987189,-41.5346,0.2052,98.814422,-0.043459,1.238928,-55.4769,0.3027,0.0,-0.060231,0.097416,-5.4559,0.5243,1925.763748,-0.034973,0.005525,-3.1361,0.7073,1305.372022,-0.049919,0.013547,-1.475,0.8418,777.728325,0.001941,0.021058,0,0.0
480,200.0,5.452072437987189,-36.8686,0.2586,202.397613,-0.010506,1.640763,-54.3507,0.3136,0.0,-0.013301,0.21814,-5.1375,0.5441,1853.818847,0.005794,0.009611,-3.2438,0.6921,1308.312667,-0.004637,0.005491,-3.0676,0.7971,678.505054,-0.00936,0.077369,0,0.0
481,200.0,5.452072437987189,-47.0252,0.194,0.0,-0.011769,1.247466,-47.2048,0.3285,0.0,-0.011513,3.659903,-6.053,0.4586,2015.977793,-0.011999,0.133975,-2.9557,0.7253,1283.684578,-0.015594,0.016694,-1.4068,0.8445,761.587628,-0.028832,0.011354,0,0.0
482,200.0,5.452072437987189,-49.5014,0.1772,0.0,-0.008389,2.237662,-46.968,0.3168,0.0,0.023137,1.557763,-5.7307,0.4889,1959.520365,-0.014867,0.007694,-2.9442,0.7245,1277.844515,-0.035566,0.013392,-1.5848,0.8306,784.686584,-0.006608,0.005584,0,0.0
483,200.0,5.452072437987189,-42.8034,0.1777,107.01729,-0.013742,0.949677,-53.8567,0.3125,0.0,-0.023977,4.375736,-5.7201,0.4882,1953.654791,-0.012209,0.018644,-3.6222,0.6698,1388.302371,-0.020024,0.091384,-1.5052,0.8414,787.374447,0.00092,0.010631,0,0.0
484,200.0,5.452072437987189,-57.9728,0.2165,0.0,0.024456,22.329851,-41.8137,0.3163,0.0,-0.014861,7.076763,-5.6796,0.493,1948.458817,-0.024693,0.02343,-3.085,0.7085,1290.40085,-0.04443,0.00724,-1.6342,0.8307,802.782671,-0.020245,0.006976,0,0.0
485,200.0,5.452072437987189,-79.5844,0.1727,0.0,0.010189,164.878296,-27.6615,0.3191,251.524046,-0.014917,74.315825,-5.6453,0.5071,1959.958757,0.000381,0.010139,-3.1491,0.7078,1310.978074,0.001411,0.006707,-1.5089,0.8309,758.739796,-0.004302,0.01231,0,0.0
486,200.0,5.452072437987189,-45.4328,0.1754,44.255712,-0.009584,5.751265,-43.0729,0.3118,0.0,-0.001942,8.393598,-5.8622,0.4898,1983.912938,0.002949,0.040406,-3.7727,0.6555,1338.155488,-0.068846,0.067706,-1.4723,0.8391,769.220729,-0.017191,0.007715,0,0.0
487,200.0,5.452072437987189,-82.6492,0.2153,0.0,0.001859,353.034264,-32.5886,0.3388,600.053829,-0.000454,52.627931,-5.6896,0.4919,1948.285075,-0.007741,0.010281,-4.9163,0.689,1234.597249,-0.006528,1.292756,-1.664,0.8263,800.636243,0.005353,0.003665,0,0.0
488,200.0,5.452072437987189,-51.2284,0.176,79.486582,-0.006615,12.379971,-53.2697,0.3144,0.0,-0.013741,12.660741,-4.9443,0.5626,1820.001541,-0.028101,0.127544,-3.1502,0.7051,1305.472356,-0.009543,0.088426,-1.2945,0.8541,748.945882,-0.004766,0.02169,0,0.0
489,200.0,5.452072437987189,-56.4445,0.192,0.0,-0.007344,8.913151,-40.8313,0.3611,0.0,-0.017337,3.963683,-5.2427,0.5383,1878.299942,-0.032074,0.022651,-2.8807,0.7248,1256.925544,-0.016064,0.152178,-1.6654,0.8281,806.364677,-0.014352,0.006739,0,0.0
490,200.0,5.452072437987189,-88.5384,0.2447,0.0,0.006239,417.415779,-33.6635,0.3285,601.434379,0.012041,34.367121,-5.3179,0.5321,1893.792198,-0.043364,0.017826,-3.1194,0.7085,1259.794791,-0.030704,0.05422,-2.037,0.7932,838.948126,-0.005442,0.052374,0,0.0
491,200.0,5.452072437987189,-83.5136,0.2418,0.0,0.00131,359.237373,-35.9435,0.3184,484.987491,-0.007787,23.765621,-5.6441,0.5115,1966.975837,0.016369,0.03867,-3.0192,0.725,1233.582176,-0.00348,0.041754,-1.5465,0.8294,768.036434,-0.015626,0.026435,0,0.0
492,200.0,5.452072437987189,-77.1586,0.1779,0.0,0.000581,92.229557,-34.4867,0.3219,374.386773,-0.003855,13.253671,-5.4145,0.5306,1924.133443,-0.023427,0.005802,-5.7841,0.7084,1087.33887,-0.052537,3.83822,-1.7784,0.8169,814.57868,-0.013669,0.034658,0,0.0
493,200.0,5.452072437987189,-75.6967,0.1949,0.0,-0.001428,175.205017,-44.6977,0.3024,167.117904,-0.072512,2.176751,-5.218,0.5433,1879.103456,-0.009736,0.012131,-3.723,0.6527,1384.801919,-0.017917,0.064602,-1.9603,0.8068,850.189597,-0.021017,0.018657,0,0.0
494,200.0,5.452072437987189,-46.9137,0.1891,21.691242,0.000417,106.895931,-50.2226,0.3599,0.0,-0.00585,23.787029,-5.6057,0.5043,1942.328776,-0.010586,0.0086,-2.8729,0.7252,1235.081297,-0.029515,0.130269,-1.8324,0.815,828.271955,-0.037329,0.019921,0,0.0
495,200.0,5.452072437987189,-73.7527,0.1546,0.0,-0.003517,56.715466,-35.5847,0.3058,100.646434,-0.082844,4.607441,-5.5992,0.4974,1928.792716,-0.038347,0.007918,-3.2815,0.6905,1317.63705,-0.016896,0.047476,-1.7657,0.8143,803.347231,-0.007184,0.004757,0,0.0
496,200.0,5.452072437987189,-42.6261,0.1649,144.156888,0.001414,128.968678,-53.1094,0.367,0.0,-0.009899,31.706636,-5.6871,0.5036,1968.426143,0.014258,0.00269,-3.818,0.656,1424.391377,-0.006196,0.029448,-1.7179,0.8241,813.571314,-0.005993,0.00386,0,0.0
497,200.0,5.452072437987189,-41.1892,0.2641,0.0,-0.000513,108.029871,-52.121,0.3223,0.0,0.00896,20.095764,-5.557,0.496,1914.716179,-0.024976,0.012833,-3.4826,0.6738,1326.30038,0.005328,0.017353,-1.4752,0.8425,779.971249,-0.006166,0.00985,0,0.0
498,200.0,5.452072437987189,-37.623,0.1943,302.751348,-3e-06,88.273678,-49.9083,0.3562,0.0,-0.011513,13.980963,-6.0103,0.4943,1793.699088,0.007479,0.042461,-2.9935,0.7216,1288.394751,-0.00043,0.074491,-1.8254,0.8177,833.603259,-0.001978,0.013612,0,0.0
499,200.0,5.452072437987189,-91.3497,0.2244,0.0,-0.002393,240.197685,-26.6937,0.3705,765.766075,0.005293,73.774258,-5.5017,0.5126,1922.873471,-0.009136,0.008234,-3.3028,0.7081,1165.805304,-0.031355,0.023048,-1.6092,0.8306,793.336826,-0.018107,0.005166,0.0435,178.51
500,200.0,5.452072437987189,-58.2667,0.2495,0.0,-0.042758,9.563834,-41.7154,0.3804,0.0,-0.046812,3.244247,-5.9022,0.4683,1981.266918,-0.006751,0.045952,-3.1883,0.7054,1318.990387,-0.009901,0.005814,-2.0624,0.7921,844.786815,-0.02251,0.045917,0,0.0
501,200.0,5.452072437987189,-39.7189,0.2224,172.032118,0.008788,68.203047,-50.7315,0.3384,0.0,-0.004025,2.981101,-5.6481,0.4988,1948.364432,-0.01294,0.010392,-3.8095,0.7243,1029.680775,-0.026971,0.297565,-1.4426,0.8454,776.339169,-0.038885,0.060242,0,0.0
502,200.0,5.452072437987189,-47.9569,0.2509,0.0,-0.026143,9.731924,-50.7158,0.3372,0.0,2.1e-05,3.215116,-5.5022,0.5067,1912.618117,-0.010254,0.026962,-3.0398,0.7237,1239.032897,-0.052771,0.031506,-1.2263,0.8586,736.993358,-0.033875,0.087205,0,0.0
503,200.0,5.452072437987189,-61.704,0.1804,0.0,-0.026273,33.802279,-41.9543,0.336,0.0,0.007962,9.157682,-5.6032,0.5003,1936.10586,-0.018413,0.004996,-5.1563,0.6558,1184.946085,-0.031438,1.158218,-1.7464,0.8256,827.956227,-0.001438,0.001638,0,0.0
504,200.0,5.452072437987189,-52.9444,0.202,0.0,-0.000241,7.244538,-47.3964,0.3158,0.0,-0.012051,4.287402,-8.0993,0.516,1700.03245,0.01959,2.113089,-3.4544,0.6733,1282.712048,-0.021245,0.01963,-1.5667,0.8336,787.023655,-0.029794,0.005178,2.4538,203.42
505,200.0,5.452072437987189,-48.629,0.1697,0.0,-0.011526,11.606808,-44.6949,0.3241,0.0,-0.049779,0.528619,-5.4755,0.5068,1903.847797,-0.008356,0.0125,-4.4908,0.7098,1046.617118,-0.024711,0.323316,-1.3738,0.8468,755.875259,0.016534,0.014224,0,0.0
506,200.0,5.452072437987189,-46.129,0.2426,30.060903,-0.019636,4.109199,-48.7756,0.3699,0.0,-0.016892,5.615079,-5.7742,0.4966,1986.057322,-0.038286,0.007363,-7.0529,0.6736,811.000854,-0.021614,3.949917,-1.6864,0.8199,790.294203,-0.001306,0.021596,0,0.0
507,200.0,5.452072437987189,-46.8401,0.2224,0.0,0.008209,9.211327,-42.8819,0.3382,0.0,-0.015485,1.258493,-5.3134,0.5298,1886.28019,0.009467,0.049841,-5.4298,0.6556,1006.806865,0.007666,0.489343,-1.9257,0.8116,851.647939,-0.000875,0.027012,0,0.0
508,200.0,5.452072437987189,-41.618,0.1794,111.884119,-0.012603,4.440265,-51.7344,0.3002,0.0,-0.019865,2.493662,-5.5086,0.5264,1947.663466,-0.022249,0.004382,-6.2995,0.7085,988.616083,-0.007361,1.846596,-1.8992,0.8047,822.717277,-0.013768,0.011549,0,0.0
509,200.0,5.452072437987189,-83.6289,0.1806,0.0,-0.00959,342.159866,-30.5496,0.3224,437.330698,0.013717,53.164401,-5.8052,0.527,1792.985331,-0.039834,0.178214,-3.5108,0.6909,1233.439776,0.000134,0.961167,-1.2454,0.8575,740.783398,-0.015988,0.094207,1.0809,246.04
510,200.0,5.452072437987189,-50.1132,0.2057,10.96777,-0.003175,43.052994,-49.6349,0.3119,0.0,-0.028961,1.860496,-5.2796,0.541,1896.297273,-0.016356,0.016902,-3.0739,0.742,957.39643,-0.020423,1.401329,-1.3785,0.8483,762.082142,-0.010027,0.035188,0,0.0
511,200.0,5.452072437987189,-58.7548,0.1913,0.0,-0.004023,20.957137,-41.042,0.31,0.0,-0.025816,2.039377,-5.953,0.4779,2016.188125,0.00861,0.047424,-3.2921,0.7087,1175.436964,-0.004111,0.752508,-2.0863,0.7943,859.306369,-0.001639,0.046767,0,0.0
512,200.0,5.452072437987189,-37.4616,0.2109,269.349996,0.002593,21.505327,-50.1174,0.3413,0.0,-0.007048,1.545091,-5.8799,0.4851,2001.398502,-0.005034,0.018612,-5.8989,0.6375,891.443535,-0.025575,0.932207,-1.4769,0.841,776.113562,-0.005956,0.023051,0,0.0
513,200.0,5.452072437987189,-35.2871,0.2079,350.84462,-0.00434,25.596207,-54.9589,0.3164,0.0,0.018267,12.232375,-5.6983,0.4955,1959.836162,-0.002801,0.028593,-4.3808,0.7009,866.796424,-0.011839,0.14929,-1.6902,0.8308,822.525461,-0.023542,0.00581,0,0.0
514,200.0,5.452072437987189,-74.1886,0.1897,0.0,0.005297,152.097248,-20.9834,0.3029,1203.614413,-0.010876,101.352041,-9.488,0.4988,1748.4081,0.010162,8.268762,-14.0867,0.6916,378.595533,0.021882,17.992982,-1.4495,0.8443,775.675541,-0.008265,0.031502,2.9002,198.75
515,200.0,5.452072437987189,-78.9622,0.1785,48.512163,-0.001996,505.936134,-37.7081,0.3003,561.611227,0.00577,41.893811,-5.4607,0.5259,1929.439619,-0.000333,0.116486,-9.0442,0.742,471.22609,-0.027146,4.149268,-1.3737,0.8441,748.327695,-0.000459,0.015637,0.8663,128.38
516,200.0,5.452072437987189,-69.2368,0.2353,0.0,-0.003552,73.364014,-29.6818,0.3138,582.124843,-0.003752,30.725299,-5.1968,0.5483,1880.378004,-0.008578,0.183288,-8.3547,0.742,446.689337,-0.029872,2.179828,-2.1149,0.7928,865.300015,-0.001031,0.060159,0,0.0
517,200.0,5.452072437987189,-67.0403,0.1855,0.0,-0.007298,38.108423,-34.4323,0.3259,217.587013,-0.021568,4.468517,-5.2789,0.5247,1868.28546,-0.002207,0.021751,-5.9187,0.6911,1007.699924,-0.006175,0.459182,-1.4464,0.843,771.001411,-0.022747,0.018981,0,0.0
518,200.0,5.452072437987189,-53.6126,0.2374,237.101511,-0.007902,12.927717,-64.3102,0.346,0.0,0.013236,152.221085,-5.6671,0.5067,1967.616385,-0.006373,0.094046,-6.8547,0.7081,596.869293,-0.05262,0.463853,-1.6719,0.8235,795.888808,-0.010397,0.00886,3.2966,243.16
519,200.0,5.452072437987189,-23.3383,0.2561,1106.542881,0.001718,153.107609,-66.859,0.317,0.0,-0.046155,163.684547,-5.4135,0.5243,1911.149125,-0.012957,0.023861,-10.1197,0.6554,682.829627,0.018672,4.037265,-1.4635,0.8446,781.459563,-0.015875,0.017428,1.3763,100.61
520,200.0,5.452072437987189,-43.9104,0.15,174.914963,-0.005929,13.568506,-45.5638,0.3173,0.0,-0.017856,4.077021,-5.7363,0.5259,1757.114889,-0.01577,0.053118,-7.9165,0.7415,443.77992,-0.023139,1.047471,-1.427,0.8427,763.228286,-0.006648,0.013209,1.3871,190.28
521,200.0,5.452072437987189,-43.0775,0.1824,129.793764,0.004866,38.215041,-48.0553,0.313,0.0,-0.012225,7.039744,-5.3175,0.5239,1878.704957,-0.023972,0.056875,-4.3515,0.6735,1026.300857,-0.004876,2.242979,-1.5097,0.8402,785.360552,-0.004448,0.012405,0,0.0
522,200.0,5.452072437987189,-31.3392,0.2053,481.951205,-0.006025,48.806036,-46.2422,0.333,0.0,-0.016885,1.512111,-5.7967,0.4808,1968.876302,-0.014216,0.004303,-9.0014,0.674,419.92871,-0.027888,1.151837,-1.7657,0.8155,806.086621,-0.021101,0.018215,0,0.0
523,200.0,5.452072437987189,-31.709,0.2246,414.886958,-0.002243,42.945945,-46.8068,0.3636,0.0,-0.045285,0.210217,-5.6006,0.5089,1948.094763,0.000236,0.017775,-7.2069,0.7087,373.981884,-0.041233,1.819277,-1.484,0.8404,777.013402,-0.028477,0.018755,0,0.0
524,200.0,5.452072437987189,-61.6436,0.1722,0.0,-0.004104,17.642471,-27.8092,0.3127,547.369185,-0.025425,29.581487,-5.7695,0.4904,1972.767292,0.001127,0.012809,-13.2631,0.6911,363.680866,-0.02222,10.417564,-1.9648,0.8086,857.002083,-0.017373,0.016436,0,0.0
525,200.0,5.452072437987189,-60.2206,0.1855,0.0,0.000162,45.661637,-35.7777,0.3042,431.302113,0.057513,13.56862,-5.6984,0.486,1943.111956,-0.019033,0.016404,-12.1976,0.6915,593.929434,-0.026693,15.155728,-2.0628,0.7934,848.45325,-0.024936,0.029715,0,0.0
526,200.0,5.452072437987189,-39.6232,0.2478,264.670007,-0.001568,27.828788,-36.2343,0.3305,0.0,-0.007579,4.283141,-5.6838,0.4895,1943.76398,-0.035234,0.003411,-10.9581,0.7258,300.248099,-0.040819,5.336707,-1.3749,0.8441,748.753136,-0.01435,0.051522,0,0.0
527,200.0,5.452072437987189,-55.2183,0.2038,0.0,-0.009271,7.485741,-35.1863,0.3496,73.741343,-0.005047,4.073391,-5.7472,0.4892,1965.188434,-0.02307,0.005561,-8.4942,0.6906,678.606524,-0.022684,1.348494,-1.2273,0.8586,737.553195,-0.028669,0.06986,0,0.0
528,200.0,5.452072437987189,-29.8888,0.2419,415.756523,-0.008428,12.19063,-45.6707,0.3319,0.0,0.002476,18.003004,-5.7234,0.4904,1958.83439,-0.02376,0.006112,-10.0585,0.6907,234.459868,-0.013779,2.305892,-1.7364,0.8201,808.638536,-0.016578,0.009201,0,0.0
529,200.0,5.452072437987189,-48.1086,0.178,141.362305,-0.008772,9.415123,-37.6044,0.3278,0.0,-0.000438,10.41883,-5.2237,0.5431,1880.172845,-0.028024,0.054989,-8.3523,0.6834,495.396995,-0.025507,1.976864,-1.7023,0.8203,797.546785,-0.015256,0.014352,0,0.0
530,200.0,5.452072437987189,-63.6747,0.2121,0.0,0.00014,41.811709,-27.989,0.3322,620.587483,-0.020226,22.842814,-5.3417,0.5227,1884.337205,-0.006677,0.014059,-9.5317,0.722,492.237099,-0.029653,4.611622,-1.9414,0.7994,822.727733,-0.013873,0.063055,0,0.0
531,200.0,5.452072437987189,-56.1651,0.1804,0.0,0.005458,108.916637,-37.8778,0.342,360.632981,-0.04314,4.162547,-5.2794,0.5308,1876.698719,-0.021132,0.024772,-17.04,0.6907,219.242544,0.020907,15.135594,-1.8031,0.8208,834.02579,-0.015302,0.013074,0,0.0
532,200.0,5.452072437987189,-39.8773,0.2034,213.79613,-0.005832,4.579796,-46.0068,0.36,0.0,-0.047144,14.282954,-5.8558,0.4815,1988.654066,-0.004957,0.082819,-12.494,0.6864,345.810021,-0.016739,7.148146,-1.7692,0.8246,833.224807,-0.012675,0.005764,0,0.0
533,200.0,5.452072437987189,-50.2809,0.1609,6.782739,-0.030119,3.392002,-34.2552,0.3405,265.567575,-0.063002,3.519655,-5.7164,0.5045,1978.897695,-0.01424,0.010968,-15.1918,0.7258,319.95496,-0.000966,11.246521,-1.9202,0.8062,834.239805,-0.016343,0.01095,0,0.0
534,200.0,5.452072437987189,-38.0219,0.1947,492.885964,0.009204,18.804026,-52.6599,0.3217,0.0,-0.02368,117.62155,-5.7024,0.4843,1939.903639,-0.008118,0.01367,-8.8992,0.656,566.196032,-0.010353,6.190159,-1.5705,0.8336,788.140832,-0.005622,0.023342,0,0.0
535,200.0,5.452072437987189,-34.6825,0.1714,453.540372,-0.006825,17.295171,-46.879,0.3072,0.0,0.00101,6.792715,-4.945,0.5751,1838.71314,-0.010752,0.274467,-9.3782,0.6559,504.380209,0.002446,3.329118,-1.466,0.8427,776.970884,-0.026422,0.034206,0,0.0
536,200.0,5.452072437987189,-36.0948,0.183,367.282066,-0.003397,17.109159,-37.584,0.3081,0.0,-0.035497,1.287271,-5.3524,0.5538,1765.721829,-0.035997,0.017226,-11.4397,0.6731,296.0,-0.035425,2.611944,-1.2475,0.856,737.399524,-0.016657,0.035407,0.8907,243.4
537,200.0,5.452072437987189,-37.7123,0.1808,292.658945,-0.006851,7.973458,-36.108,0.3465,0.0,-0.015746,1.362168,-5.7449,0.495,1972.712962,-0.001906,0.111326,-8.4919,0.7374,103.118083,0.011463,2.645003,-1.2192,0.8593,736.422897,-0.007838,0.027346,0,0.0
538,200.0,5.452072437987189,-44.7152,0.1992,268.351887,-0.015149,5.182124,-39.3388,0.3358,0.0,0.000484,0.439239,-5.9008,0.4742,1877.444934,-0.015902,0.086518,-8.8723,0.6883,433.284081,-0.041491,1.059161,-1.8797,0.8072,822.580912,0.007354,0.051904,1.0217,116.14
539,200.0,5.452072437987189,-32.344,0.1914,459.347364,-0.007765,9.285146,-36.3704,0.3038,0.0,0.025432,3.499864,-5.579,0.5055,1934.06032,-0.006338,0.006838,-13.3488,0.7253,122.871384,0.011,2.128276,-1.5635,0.8338,786.103523,-0.008481,0.0126,0,0.0
540,200.0,5.452072437987189,-32.0538,0.2326,473.600613,-0.000949,7.137531,-45.781,0.3119,0.0,-0.02077,4.08136,-5.5975,0.5102,1947.781328,0.006092,0.022228,-10.3451,0.6564,444.0,-0.013852,1.726289,-2.0221,0.7961,841.864444,-0.01521,0.061659,0,0.0
541,200.0,5.452072437987189,-32.1372,0.1879,416.124336,-0.000624,6.544562,-43.043,0.342,0.0,-0.032336,2.08855,-5.5388,0.5067,1922.013905,-0.006577,0.006367,-10.8505,0.6913,170.351208,-0.002429,1.463899,-1.6705,0.8321,819.254685,-0.029231,0.006856,0,0.0
542,200.0,5.452072437987189,-36.6419,0.15,404.181984,-0.013083,2.106581,-48.7688,0.319,0.0,0.00011,6.383698,-5.3065,0.5354,1892.786262,-0.040614,0.020795,-5.8581,0.7258,600.859396,0.000399,2.546403,-1.4155,0.8471,771.582655,-0.020015,0.046993,0,0.0
543,200.0,5.452072437987189,-32.3499,0.2432,297.810113,-0.02776,3.341393,-45.0881,0.3172,0.0,-0.021734,0.683658,-4.4969,0.6142,1753.935546,-0.001437,0.181945,-9.1998,0.7082,290.578522,-0.036309,0.602042,-1.705,0.8214,801.225706,0.005089,0.009214,0,0.0
544,200.0,5.452072437987189,-46.6251,0.1613,165.662568,0.004159,3.477426,-40.0364,0.3565,0.0,-0.006831,2.621335,-5.0972,0.548,1844.043816,-0.013328,0.049995,-5.994,0.709,682.691313,-0.005037,1.843266,-1.3809,0.8449,753.144752,-0.028481,0.015533,0,0.0
545,200.0,5.452072437987189,-44.1817,0.1776,111.803902,-0.018712,9.052967,-54.4106,0.3355,0.0,0.006994,17.711817,-15.706,0.4678,1553.361751,-0.003204,28.708797,-5.26,0.6732,926.407663,-0.026548,1.255514,-1.6016,0.8347,802.030983,-0.055223,0.008879,4.4217,192.39
546,200.0,5.452072437987189,-43.3772,0.2234,116.465875,-0.032293,4.598954,-38.8131,0.3396,0.0,-0.005097,4.292934,-5.4604,0.5226,1922.534885,-0.01302,0.01037,-6.7527,0.7034,533.44196,-0.028248,1.153879,-1.2129,0.8596,735.291414,0.031361,0.023898,0,0.0
547,200.0,5.452072437987189,-30.8945,0.2053,502.066065,-0.021075,16.18681,-45.621,0.3185,0.0,-0.03804,3.09609,-5.3704,0.5451,1929.353474,-0.005125,0.037503,-10.9423,0.6559,327.704048,-0.021518,4.965209,-1.7371,0.8211,811.728202,-0.003125,0.020604,0,0.0
548,200.0,5.452072437987189,-34.9435,0.1771,418.850383,-0.005167,5.443541,-39.0805,0.3333,0.0,-0.006808,2.061372,-4.7576,0.5926,1804.711877,-0.0194,0.2179,-12.9751,0.6744,149.70462,-0.017924,5.996475,-1.4278,0.8463,773.513721,-0.02134,0.013992,0,0.0
549,200.0,5.452072437987189,-38.2011,0.2178,414.236435,-0.032628,28.014422,-32.5188,0.3388,0.0,-0.005319,14.024511,-4.7826,0.5919,1707.029697,-0.023298,0.067121,-11.9638,0.7415,279.724999,2.2e-05,6.33695,-1.4455,0.8457,778.166788,-0.00707,0.009673,1.6497,176.93
550,200.0,5.452072437987189,-35.1484,0.1972,421.559884,-0.009685,4.683707,-37.2457,0.3337,0.0,-0.023028,2.747116,-5.5188,0.5209,1866.786221,-0.031172,0.166081,-13.0158,0.6555,296.0,-0.002152,5.635589,-1.755,0.8209,817.445233,-0.006249,0.014176,0.4078,238.57
551,200.0,5.452072437987189,-16.2078,0.1783,1646.991432,0.002122,26.615191,-57.2189,0.3395,0.0,-0.007808,71.154613,-4.7666,0.5809,1788.844343,-0.025147,0.064579,-14.5057,0.6736,7.030651,-0.004434,2.260107,-1.4208,0.8479,775.689672,-0.039178,0.012027,0,0.0
552,200.0,5.452072437987189,-27.9599,0.164,810.421105,-0.006094,4.488221,-35.8597,0.328,0.0,-0.029358,2.079356,-6.0263,0.5287,1803.354787,-0.022323,0.315058,-15.1269,0.7081,102.840933,-0.018259,2.58349,-1.5414,0.8337,777.97531,0.002233,0.005244,1.3291,220.11
553,200.0,5.452072437987189,-12.5666,0.2672,2096.693329,0.000416,11.542902,-54.4653,0.3456,0.0,0.018301,32.742316,-5.5635,0.5136,1943.046909,0.005911,0.014202,-20.3229,0.6548,0.0,-0.038313,3.171638,-1.2114,0.8599,735.416598,-0.023363,0.021045,0,0.0
554,200.0,5.452072437987189,-15.9951,0.181,2224.672042,-0.001565,4.859819,-46.0268,0.3405,0.0,0.0008,18.589989,-6.4772,0.5318,1608.802131,-0.027516,0.406945,-29.1801,0.6739,0.0,-0.019727,13.062628,-1.7626,0.8216,822.113716,-0.012654,0.018336,4.5776,138.37
555,200.0,5.452072437987189,-39.2326,0.2046,464.50608,-0.012737,8.203419,-41.0005,0.3168,80.070671,-0.016766,22.806365,-5.11,0.5544,1860.094428,0.010734,0.552457,-10.9431,0.6893,190.045687,-0.046211,8.09579,-1.6416,0.8334,775.798988,-0.009599,0.003462,0,0.0
556,200.0,5.452072437987189,-13.1851,0.1958,2016.912416,-0.024266,10.801124,-61.5345,0.3741,0.0,-0.020337,53.460286,-5.2427,0.5514,1898.202756,0.002101,0.428476,-19.0256,0.6733,0.0,0.011272,2.524499,-1.5874,0.8345,796.676426,-0.002956,0.005167,1.1771,104.25
557,200.0,5.452072437987189,-25.2922,0.1946,857.475348,-0.019072,9.042631,-51.7496,0.3128,0.0,-0.02078,12.339883,-5.7028,0.4964,1960.29272,-0.011905,0.074457,-12.1967,0.6374,254.140908,-0.014199,11.661032,-1.8235,0.8218,844.191457,-0.022037,0.015526,0,0.0
558,200.0,5.452072437987189,-24.2789,0.2111,904.642801,-0.021492,12.458606,-44.6842,0.3452,0.0,-0.006536,14.987597,-5.8346,0.4786,1974.503738,-0.002913,0.046028,-16.2152,0.6846,67.406414,-0.015046,2.325568,-1.4205,0.848,775.686273,-0.008704,0.008077,0,0.0
559,200.0,5.452072437987189,-21.6814,0.2342,1132.17511,-0.03446,0.984529,-43.9637,0.3025,0.0,-0.008799,6.289715,-5.2631,0.536,1879.926833,-0.008053,0.013019,-16.7167,0.7257,0.0,-0.022479,1.085342,-1.5124,0.8347,770.516271,-0.00499,0.007602,0,0.0
